#Query ID	#Subject	#Subject accession	#Subject Taxonomy ID	#Identity percentage	#Coverage	#evalue	#bitscore	#Source	#Taxonomy
Otu3313	Haynesina_germanica_18209	Haynesina_germanica_18209	N/A	91.615	99	3.80e-132	460	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3314	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	99.071	100	2.91e-165	570	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3316	Haynesina_germanica_18209	Haynesina_germanica_18209	N/A	98.762	100	3.55e-164	565	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3317	Eggerelloides_scabrum_12301	Eggerelloides_scabrum_12301	N/A	86.378	100	6.87e-110	385	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3318	Lacogromia_cassipara_18990	Lacogromia_cassipara_18990	N/A	85.714	99	1.24e-106	374	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3319	Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.	Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp	N/A	95.192	97	5.27e-143	496	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3320	Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp.	Glabratellina_sp._17921_&_Planoglabratella_opercularis_18053_&_Planoglabratella_sp	N/A	94.872	97	6.42e-142	491	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3324	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	92.532	96	5.60e-130	453	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3326	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	87.888	100	7.31e-116	406	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3328	Lacogromia_cassipara_18990	Lacogromia_cassipara_18990	N/A	88.235	100	4.94e-118	412	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3329	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	91.304	100	5.58e-130	453	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3330	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	91.925	99	1.09e-132	461	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3331	Nummulites_venosus_Otu043	Nummulites_venosus_Otu043	N/A	77.846	100	2.24e-65	237	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3332	Peneroplis_sp1	Peneroplis_sp1	N/A	85.047	100	2.23e-103	363	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3334	Cyrea_szymborska_17247	Cyrea_szymborska_17247	N/A	94.754	95	1.39e-137	478	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3336	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	97.833	100	9.49e-159	548	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3339	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	81.063	93	1.73e-79	284	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3340	Peneroplis_sp1	Peneroplis_sp1	N/A	95.327	100	6.81e-148	512	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3341	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	95.950	100	1.32e-150	521	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3343	Haynesina_germanica_18209	Haynesina_germanica_18209	N/A	93.789	99	6.42e-142	491	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3346	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	94.410	100	1.24e-144	500	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3350	Micrometula_sp._17554	Micrometula_sp._17554	N/A	87.500	99	1.09e-113	398	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3352	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	95.639	100	1.60e-149	517	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3353	Haynesina_germanica_18209	Haynesina_germanica_18209	N/A	93.789	99	6.42e-142	491	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3354	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	90.994	99	2.40e-128	447	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3355	Micrometula_sp._17554	Micrometula_sp._17554	N/A	87.960	93	1.02e-107	378	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3356	Alveolinella_quoyi	Alveolinella_quoyi	N/A	82.390	99	6.83e-91	322	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3357	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	94.393	100	4.30e-144	499	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3359	Oridorsalis_umbonatus_18653	Oridorsalis_umbonatus_18653	N/A	92.879	100	4.05e-138	480	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3360	Haynesina_germanica_18209	Haynesina_germanica_18209	N/A	93.396	98	4.05e-138	480	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3361	Haynesina_germanica_18209	Haynesina_germanica_18209	N/A	95.031	99	2.39e-147	509	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3363	Lacogromia_cassipara_18990	Lacogromia_cassipara_18990	N/A	90.712	100	6.86e-129	448	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3365	Textularia_gramen_13633	Textularia_gramen_13633	N/A	76.768	91	1.33e-55	205	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3366	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	95.016	100	8.30e-147	508	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3368	Haynesina_germanica_18209	Haynesina_germanica_18209	N/A	94.720	99	1.02e-145	505	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3374	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	91.054	97	4.32e-125	435	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3375	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	79.448	100	3.12e-76	274	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3376	Micrometula_sp._17554	Micrometula_sp._17554	N/A	87.937	98	1.60e-111	391	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3377	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	84.783	100	3.27e-101	356	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3378	Nummulites_venosus_Otu043	Nummulites_venosus_Otu043	N/A	81.040	100	2.24e-84	301	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3379	Entzia_macrescens_13533	Entzia_macrescens_13533	N/A	83.172	96	2.35e-90	320	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3384	Planorbulinella_sp._17893	Planorbulinella_sp._17893	N/A	88.162	99	8.94e-115	401	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3385	Lacogromia_cassipara_18990	Lacogromia_cassipara_18990	N/A	89.783	100	1.51e-124	434	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3389	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	92.236	99	8.93e-134	465	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3390	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	94.720	100	1.01e-145	505	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3391	Psammina_limbata_18230	Psammina_limbata_18230	N/A	86.378	100	6.87e-110	385	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3392	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	80.745	99	6.44e-85	302	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3393	Borelis_schlumbergeri_NBCLAB3737	Borelis_schlumbergeri_NBCLAB3737	N/A	95.639	100	1.60e-149	517	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3394	Murrayinella_globosa_18043	Murrayinella_globosa_18043	N/A	83.067	97	2.88e-89	317	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3395	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	78.221	100	2.40e-71	257	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3396	Entzia_macrescens_13533	Entzia_macrescens_13533	N/A	85.161	96	1.40e-99	352	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3397	Glabratella_sp._17918	Glabratella_sp._17918	N/A	88.050	98	2.56e-115	403	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3398	Glabratella_sp._17918	Glabratella_sp._17918	N/A	98.142	100	1.84e-161	556	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3399	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	78.395	100	1.92e-72	261	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3400	Haynesina_germanica_18209	Haynesina_germanica_18209	N/A	96.285	100	2.56e-153	529	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3401	Murrayinella_globosa_18043	Murrayinella_globosa_18043	N/A	97.523	100	9.53e-159	547	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3402	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	80.745	100	2.69e-83	297	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3403	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	91.950	100	3.78e-132	459	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3404	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	91.641	100	1.61e-130	454	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3406	Trifarina_earlandi_&_Uvigerina_bifurcata	Trifarina_earlandi_&_Uvigerina_bifurcata	N/A	97.833	100	7.82e-160	552	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3408	Alveolinella_quoyi	Alveolinella_quoyi	N/A	91.195	98	8.36e-128	445	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3409	Nummulites_venosus_Otu043	Nummulites_venosus_Otu043	N/A	78.462	100	4.32e-68	246	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3410	Nummulites_venosus_Otu043	Nummulites_venosus_Otu043	N/A	78.354	100	6.88e-72	259	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3414	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	79.692	99	2.57e-77	278	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3415	Lacogromia_cassipara_18990	Lacogromia_cassipara_18990	N/A	80.308	100	1.42e-80	288	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3416	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	93.789	100	6.40e-142	491	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3418	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	92.547	100	1.72e-136	473	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3419	Nummulites_venosus_Otu031	Nummulites_venosus_Otu031	N/A	92.547	100	1.72e-136	473	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3420	Murrayinella_globosa_18043	Murrayinella_globosa_18043	N/A	96.594	100	2.10e-154	534	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3424	Glabratella_sp._17918	Glabratella_sp._17918	N/A	97.833	100	7.82e-160	552	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3425	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	95.356	100	5.63e-149	516	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3428	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	Psammophaga_sp._19260_&_Psammophaga_sp._19296_&_Psammophaga_sp2	N/A	77.329	100	1.24e-68	249	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3431	Lacogromia_cassipara_18990	Lacogromia_cassipara_18990	N/A	90.093	100	3.56e-126	439	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
Otu3432	Eggerelloides_scabrum_12301	Eggerelloides_scabrum_12301	N/A	88.679	98	4.94e-118	412	Genbank	unknown kingdom / unknown phylum / unknown class / unknown order / unknown family / unknown genus / unknown species
